# File generated by PiHelper. Please see the project web site for further details on data use terms.												
# Exporter: DrugExporter												
# Time: 2013.12.17 at 16:00:06 EST												
PiHelper_Drug_ID	Drug_Name	Drug_Synonyms	Description	Number_of_Targets	ATC_Codes	isFdaApproved	isCancerDrug	isNutraceutical	Number_Of_Clinical_Trials	DataSources	References	
61731	Insulin Lispro	Humalog Pen;Humalog;Insulin Lispro Recombinant;Humalog KwikPen	Insulin lispro is a recombinant human insulin analogue produced in a specialized laboratory strain of Escherischia coli. Plasmid DNA transfected into the bacteria encodes for an analogue of human insulin that has a lysine at residuce B28 and proline at B29; these residues are reversed in endogenous human insulin. Reversal of these amino acid residues produces a rapid-acting insulin analogue. FDA approved on 1996. 	3	A10AD04;A10AB04;A10AC04	true	false	false	-1	KEGG Drugs;DrugBank	KEGG:D04477;PharmGKB:PA164747059;DrugBank:DB00046;National Drug Code Directory:0002-7510-01;KEGG Drug:D04477;Drugs Product Database (DPD):2241283	
61732	Insulin Glargine	Lantus OptiSet;Lantus;Insulin Glargine (rDNA origin);Lantus SoloStar	Insulin glargine is produced by recombinant DNA technology using a non-pathogenic laboratory strain of Escherichia coli (K12) as the production organism. It is an analogue of human insulin made by replacing the asparagine residue at position A21 of the A-chain with glycine and adding two arginines to the C-terminus (positions B31 and 32) of the B-chain. The resulting protein is soluble at pH 4 and forms microprecipitates at physiological pH 7.4. Small amounts of insulin glargine are slowly released from microprecipitates giving the drug a long duration of action (up to 24 hours) and no pronounced peak concentration. 	3	A10AE04	true	false	false	-1	KEGG Drugs;DrugBank	National Drug Code Directory:0088-2220-60;Drugs Product Database (DPD):2245689;DrugBank:DB00047;KEGG Drug:D03250;PharmGKB:PA449992;KEGG:D03250	
61733	Collagenase	Xiaflextm;AA4500;Santyl (Advance Biofactures Corp);Cordase	The enzyme collagenase is derived from fermentation of Clostridium histolyticum	8	D03BA02	true	false	false	-1	DrugBank	KEGG Compound:C00816;PharmGKB:PA449107;Drugs Product Database (DPD):2063670;DrugBank:DB00048;PubMed:21804595	
61734	Rasburicase	Urate oxidase;Elitek;Uricase;Elitek (Sanofi-Synthelabo Inc);Fasturtec;Rasburicase	Rasburicase is a recombinant urate-oxidase enzyme produced by a genetically modified <i>Saccharomyces cerevisiae</i> strain. The cDNA coding for rasburicase was cloned from a strain of <i>Aspergillus flavus</i>.	0	V03AF07	true	true	false	4	DrugBank	GenBank:X61766;Drugs Product Database (DPD):2248416;NCI_Drug:299001;DrugBank:DB00049;UniProtKB:Q00511;PharmGKB:PA10176;National Drug Code Directory:0024-5150-10	
61735	Cetrorelix	Cetrotide;Cetrorelixum [INN-Latin];SB-75;SB 75	Cetrorelix is a man-made hormone that blocks the effects of Gonadotropin Releasing Hormone (GnRH). GnRH controls another hormone that is called luteinizing hormone (LH), which is the hormone that starts ovulation during the menstrual cycle. When undergoing hormone treatment sometimes premature ovulation can occur, leading to eggs that are not ready for fertilization to be released. Cetrorelix does not allow the premature release of these eggs to occur.	4	H01CC02	true	false	false	-1	KEGG Drugs;DrugBank	KEGG:D07665;KEGG:D01685;KEGG Drug:D01685;Drugs Product Database (DPD):2247767;DrugBank:DB00050;PharmGKB:PA164764506;National Drug Code Directory:44087-1225-1;ChEBI:59224;PubMed:21804595	
61736	Adalimumab	Humira;Humira Pen;Humira (Abbott Laboratories);Ig gamma-1 chain C region	Adalimumab is a human monoclonal antibody against TNF-alpha. It is produced by recombinant DNA technology using a mammalian cell expression system. It consists of 1330 amino acids and has a molecular weight of approximately 148 kilodaltons.	14	L04AB04	true	false	false	-1	KEGG Drugs;DrugBank	UniProtKB:P01857;Drugs Product Database (DPD):2258595;DrugBank:DB00051;GenBank:J00228;PharmGKB:PA10004;National Drug Code Directory:0074-3799-02;PubMed:21804595;KEGG:D02597	
61737	Somatropin recombinant	Serostim (Serono SA);Growth hormone;GH-N;Norditropin (Novo Nordisk);Serostim;Nutropin (Genentech Inc.);Saizen (Serono SA);Somatropin;Protropin (Genentech Inc.);Pituitary growth hormone;NutropinAQ (Genentech Inc.);Somatotropin precursor;Genotropin (Pfizer);Tev-Tropin (GATE);Growth hormone 1;BioTropin (Biotech General);GH;Humatrope (Eli Lilly)	Recombinant human growth hormone (somatotropin) 191 residues, MW 22.1 kD, synthesized in E. coli	4	H01AC01	true	false	false	-1	KEGG Drugs;DrugBank	DrugBank:DB00052;GenBank:AF374232;KEGG:D02691;Drugs Product Database (DPD):2243079;National Drug Code Directory:0169-7704-21;PharmGKB:PA451446;UniProtKB:P58756;PubMed:21804595	
61738	Imiglucerase	Cerezyme	Human Beta-glucocerebrosidase or Beta-D-glucosyl-N-acylsphingosine glucohydrolase E.C. 3.2.1.45. 497 residue protein with N-linked carbohydrates, MW=59.3 kD. Alglucerase is prepared by modification of the oligosaccharide chains of human Beta-glucocerebrosidase. The modification alters the sugar residues at the non-reducing ends of the oligosaccharide chains of the glycoprotein so that they are predominantly terminated with mannose residues	0	A16AB02	true	false	false	-1	DrugBank	KEGG Drug:D02810;GenBank:M16328;National Drug Code Directory:58468-4663-1;DrugBank:DB00053;UniProtKB:P04062;PharmGKB:PA164742934;Drugs Product Database (DPD):2241751	
61739	Abciximab	C7E3;ReoPro;7E3;antiGPIIBIIIa;7E3 antibody	Abciximab is a Fab fragment of the chimeric human-murine monoclonal antibody 7E3. Abciximab binds to the glycoprotein (GP) IIb/IIIa receptor of human platelets and inhibits platelet aggregation by preventing the binding of fibrinogen, von Willebrand factor, and other adhesive molecules. It also binds to vitronectin (?v?3) receptor found on platelets and vessel wall endothelial and smooth muscle cells.	18	B01AC13	true	false	false	-1	KEGG Drugs;DrugBank	KEGG:D02778;Drugs Product Database (DPD):2216973;DrugBank:DB00054;KEGG Drug:D02778;PharmGKB:PA448006;PubMed:21804595;National Drug Code Directory:0002-7140-01	
61740	Drotrecogin alfa	Vitamin K-dependent protein C precursor;Xigris (Eli Lilly & Co);Xigris;Anticoagulant protein C;Autoprothrombin IIA;Blood coagulation factor XIV	Drotrecogin alfa is activated human protein C that is synthesized by recombinant DNA technology. It is a glycoprotein of approximately 55 kilodalton molecular weight, consisting of a heavy chain and a light chain linked by a disulfide bond.	14	B01AD10	true	false	false	-1	DrugBank	DrugBank:DB00055;GenBank:M11228;PharmGKB:PA131548935;UniProtKB:P04070;National Drug Code Directory:0002-7559-01;Drugs Product Database (DPD):2247130;PubMed:21804595	
61741	Gemtuzumab ozogamicin	Mylotarg (Wyeth);anti-CD33;Gemtuzumab Ozogamicin;Mylotarg	Recombinant humanized IgG4, kappa antibody conjugated with a cytotoxic antitumor antibiotic, calicheamicin, isolated from fermentation of a bacterium, Micromonospora echinospora ssp. calichensis. The antibody portion of Mylotarg binds specifically to the CD33 antigen, The anti-CD33 hP67.6 antibody is produced by mammalian cell suspension culture using a myeloma NS0 cell line.	13		false	true	false	11	DrugBank	DrugBank:DB00056;National Drug Code Directory:0008-4510-01;NCI_Drug:42868;PharmGKB:PA164749431;PubMed:21804595	
61742	Satumomab Pendetide	Indium-111 satumomab pendetide;Indium (111In) satumomab pendetide;OncoScint	Tumor associated glycoprotein (TAG) 72 (B72.3) monoclonal antibody conjugated with Indium 111 for radioimaging colon tumors.	0	V09IB02	true	false	false	-1	DrugBank	DrugBank:DB00057;PharmGKB:PA164745371	
61743	Alpha-1-proteinase inhibitor	Alpha 1-antitrypsin;Alpha-1-antiproteinase;Aralast (Baxter);Prolastin (Talecris Biotherapeutics C formerly Bayer);Alpha-1 protease inhibitor;Alpha-1-antitrypsin precursor	Human alpha-1 proteinase inhibitor or alpha-1-antitrypsin, prepared from human plasma via Cohn alcohol fractionation followed by PEG and zinc chloride fractionation.	2		true	false	false	-1	DrugBank	DrugBank:DB00058;PharmGKB:PA10308;Drugs Product Database (DPD):2204606;UniProtKB:P01009;PubMed:21804595;National Drug Code Directory:0944-2802-01;GenBank:K01396	
61744	Pegaspargase	Oncaspar (Enzon Inc);Pegaspargase;Putative L-asparaginase precursor;L-asparagine amidohydrolase	Pegylated L-asparagine amidohydrolase from E. coli. Pegylation substantially (by a factor of 4) extends the protein half life.	0	L01XX24	true	true	false	34	DrugBank	Drugs Product Database (DPD):2236849;GenBank:U00096;NCI_Drug:40312;UniProtKB:P37595;National Drug Code Directory:57665-002-02;PharmGKB:PA164760860;DrugBank:DB00059	
61745	Interferon beta-1a	Avonex (Biogen Inc);IFN-beta;Avonex;Interferon beta precursor;Fibroblast interferon	Human interferon beta (166 residues), glycosylated, MW=22.5kD. It is produced by mammalian cells (Chinese Hamster Ovary cells) into which the human interferon beta gene has been introduced. The amino acid sequence of Avonex is identical to that of natural human interferon beta.	4	L04AA23;L03AB07	true	false	false	-1	KEGG Drugs;DrugBank	Drugs Product Database (DPD):2237319;KEGG:D04554;PharmGKB:PA450037;UniProtKB:P01574;National Drug Code Directory:44087-8822-1;DrugBank:DB00060;GenBank:V00534	
61746	Pegademase bovine	Adenosine aminohydrolase;Adagen (Enzon Inc.);Adenosine deaminase	Bovine adenosine deaminase derived from bovine intestine that has been extensively pegylated for extended serum half life	1		true	false	false	-1	DrugBank	UniProtKB:P56658;National Drug Code Directory:57665-001-01;GenBank:AF280603;PharmGKB:PA450831;DrugBank:DB00061	
61747	Human Serum Albumin	Albutein (Alpha Therapeutic Corp);Serum albumin precursor	Human serum albumin isolated from expired blood plasma	3		true	false	false	-1	DrugBank	DrugBank:DB00062;Drugs Product Database (DPD):427675;PharmGKB:PA164743293;GenBank:M12523;UniProtKB:P02768;National Drug Code Directory:0053-7670-06	
61748	Eptifibatide	Integrilin;Intrifiban;Integrelin	Synthetic cyclic hexapeptide that binds to platelet receptor glycoprotein and inhibits platelet aggregation.	4	B01AC16	true	false	false	-1	KEGG Drugs;DrugBank	DrugBank:DB00063;PharmGKB:PA449483;Drugs Product Database (DPD):2240352;KEGG:D06888;PubMed:21804595;National Drug Code Directory:0085-1177-01	
61749	Serum albumin iodonated	Megatope (IsoTex Diagnostics);Serum albumin precursor	A diagnostic radiopharmaceutical containing iodinated I 131 albumin for intravenous imaging. Following intravenous injection, radioiodinated albumin human is uniformly distributed throughout the intravascular pool within 10 minutes; extravascular distribution takes place more slowly (2 days). Indicated for use in determinations of total blood and plasma volumes, cardiac output, cardiac and pulmonary blood volumes and circulation times	3		true	false	false	-1	DrugBank	DrugBank:DB00064;PharmGKB:PA164752827;GenBank:M12523;UniProtKB:P02768	
61750	Infliximab	Remicade;Ig gamma-1 chain C region	Tumor necrosis factor (TNF-alpha) binding antibody (chimeric IgG1). It is composed of human constant and murine variable regions. Infliximab is produced by a recombinant cell line cultured by continuous perfusion	3	L04AA12;L04AB02	true	false	false	-1	KEGG Drugs;DrugBank	Drugs Product Database (DPD):2244016;DrugBank:DB00065;UniProtKB:P01857;PharmGKB:PA452639;GenBank:J00228;KEGG:D02598;PubMed:21804595	
61751	Follitropin beta	Follicle-stimulating hormone beta subunit;Follistim (Organon);FSH-beta;Gonal-F;Follitropin alfa/beta;Gonal F;Follitropin beta chain precursor;FSH-B	Human follicle stimulating hormone (FSH) preparation of recombinant DNA origin, which consists of two non-covalently linked, non-identical glycoproteins designated as the alpha- and beta- subunits. The alpha- and beta- subunits have 92 and 111 amino acids.	3	G03GA06	true	false	false	-1	KEGG Drugs;DrugBank	GenBank:M16647;DrugBank:DB00066;Drugs Product Database (DPD):2243949;National Drug Code Directory:0052-0306-31;PharmGKB:PA449693;KEGG:D04430;UniProtKB:P01225;PubMed:21804595	
61752	Vasopressin	Pressyn;Vasopressin, isoleucyl;Arginine vasotocin;Vasotocin;Arginine oxytocin;Pitressin;Argiprestocin;Vasopressin, non-mammalian;3-Isoleucyl vasopressin;Pitressin tannate	Antidiuretic hormone, also known as vasopressin, is a nine amino acid peptide secreted from the posterior pituitary. Antidiuretic hormone binds to receptors in the distal or collecting tubules of the kidney and promotes reabsorbtion of water back into the circulation	9	H01BA01	true	false	false	-1	KEGG Drugs;DrugBank	KEGG:D09820;KEGG Drug:D00101;DrugBank:DB00067;KEGG:D00101;KEGG Compound:C00840;PharmGKB:PA451858;Drugs Product Database (DPD):693820;PubMed:21804595	
61753	Interferon beta-1b	Betaseron;Betaseron (Chiron Corp);IFN-beta;Interferon beta precursor;Fibroblast interferon	Human interferon beta (165 residues), cysteine 17 is substituted with serine. Produced in E. coli, no carbohydrates, MW=18.5kD	6	L03AB08	true	false	false	-1	KEGG Drugs;DrugBank	Drugs Product Database (DPD):2169649;UniProtKB:P01574;KEGG Compound:C07901;National Drug Code Directory:50419-523-35;DrugBank:DB00068;KEGG Drug:D00746;PharmGKB:PA450039;PubMed:21804595;KEGG:D00746;GenBank:V00534	
61754	Interferon alfacon-1	Interferon Consensus, Methionyl;rCon-IFN;Advaferon;methionyl interferon consensus;Recombinant Consensus Interferon;Infergen;IFN Alfacon-1;Recombinant methionyl human consensus interferon;CIFN;consensus interferon;methionyl-interferon-consensus	Interferon alfacon-1 is a recombinant non-naturally occurring type-I interferon. The 166-amino acid sequence of Interferon alfacon-1 was derived by scanning the sequences of several natural interferon alpha subtypes and assigning the most frequently observed amino acid in each corresponding position. Four additional amino acid changes were made to facilitate the molecular construction, and a corresponding synthetic DNA sequence was constructed using chemical synthesis methodology. Interferon alfacon-1 differs from interferon alfa-2b at 20/166 amino acids (88% homology), and comparison with interferon-beta shows identity at over 30% of the amino acid positions. Interferon alfacon-1 is produced in Escherichia coli (E. coli) cells that have been genetically altered by insertion of a synthetically constructed sequence that codes for Interferon alfacon-1. Prior to final purification, Interferon alfacon-1 is allowed to oxidize to its native state, and its final purity is achieved by sequenti...	6	L03AB09	true	false	false	-1	KEGG Drugs;DrugBank	GenBank:J00207;DrugBank:DB00069;National Drug Code Directory:0187-2007-06;Drugs Product Database (DPD):2239832;KEGG:D02744;PharmGKB:PA164749376;PubMed:21804595	
61755	Hyaluronidase	Vitragan;Hyaluronidase 1 precursor;Sperm surface protein PH-20;HYAL-1;Vitrase;Hyaluronidase PH-20;Sperm adhesion molecule 1	Highly purified sheep hyaluronidase for administration by injection into the vitreous of the eye.	1	B06AA03	true	false	false	-1	DrugBank	PharmGKB:PA164745713;National Drug Code Directory:0548-9090-10;GenBank:L13781;Drugs Product Database (DPD):2041278;UniProtKB:P38567;DrugBank:DB00070	
61756	Insulin, porcine	Iletin II;Insulin precursor	Insulin isolated from pig pancreas. Composed of alpha and beta chains, processed from pro-insulin. Forms a hexameric structure	14		true	false	false	-1	DrugBank	PharmGKB:PA164781053;Drugs Product Database (DPD):513644;GenBank:AY137503;DrugBank:DB00071;UniProtKB:Q8HXV2	
61757	Trastuzumab	Trastuzumab;Anti HER2;Herceptin;Ig gamma-1 chain C region	A recombinant IgG1 kappa, humanized monoclonal antibody that selectively binds with high affinity in a cell-based assay (Kd = 5 nM) to the extracellular domain of the human epidermal growth factor receptor protein. Produced in CHO cell culture.*	15	L01XC03	true	true	false	136	KEGG Drugs;DrugBank	UniProtKB:P01857;KEGG:D09980;Drugs Product Database (DPD):2240692;NCI_Drug:42265;GenBank:J00228;PharmGKB:PA451743;DrugBank:DB00072;National Drug Code Directory:50242-134-68;PubMed:21804595;KEGG:D03257	
61758	Rituximab	Rituxan;AntiCD20;Rituximab;MabThera;Ig gamma-1 chain C region	Rituxan is a genetically engineered chimeric murine/human monoclonal antibody directed against the CD20 antigen found on the surface of normal and malignant B lymphocytes. The antibody is an IgG1 kappa immunoglobulin containing murine light- and heavy-chain variable region sequences and human constant region sequences. Rituximab is composed of two heavy chains of 451 amino acids and two light chains of 213 amino acids	14	L01XC02	true	true	false	316	KEGG Drugs;DrugBank	UniProtKB:P01857;DrugBank:DB00073;PharmGKB:PA451261;NCI_Drug:42613;KEGG:D02994;Drugs Product Database (DPD):2241927;GenBank:J00228;National Drug Code Directory:50242-053-06;PubMed:21804595	
